id,docket_number,company_name,date_issued,year,administration,categories,violation_type,complaint_counts,legal_authority,commissioners,ftc_url,source_filename,num_provisions,num_requirements,order_duration_years,takeaway_brief,statutory_topics,practice_areas,industry_sectors,remedy_types,provision_counts_by_topic
04.24_ring,1:23-cv-01549,Ring LLC,2024-04-15,2024,Biden,Data Security,both,Deceptive Security Representations; Unfair Access to Customer Videos Without Consent; Failure to Provide Reasonable Security Against Unauthorized Access,"Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b), and Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/2023113-ring-llc,"04.24, Ring.json",16,57,20.0,Ring gave employees and contractors unrestricted access to all customers' private home camera footage and failed to protect accounts from credential-stuffing attacks.,Section 5 Only,Data Security; Surveillance,Technology,Prohibition; Data Deletion; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Consumer Notification; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""Section 5 Only"": 16}"
04.24_x-mode_social,C-4802,"X-Mode Social, Inc.",2024-04-15,2024,Biden,Privacy / Deceptive Privacy Practices; Health Data; Location / Geolocation Data,deceptive,Unfair Sale of Sensitive Location Data; Unfair Failure to Honor Consumer Privacy Choices; Unfair Collection and Use of Consumer Location Data Without Informed Consent; Unfair Collection and Use of Consumer Location Data Without Consent Verification; Unfair Categorization of Consumers Based on Sensitive Characteristics for Marketing; Deceptive Failure to Disclose Use of Location Data for Government/National Security Purposes; Means and Instrumentalities to Engage in Deception,Federal Trade Commission Act,"Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya; Melissa Holyoak; Andrew Ferguson",https://www.ftc.gov/legal-library/browse/cases-proceedings/2123038-x-mode-social-inc,"04.24, X-Mode Social.json",19,71,20.0,X-Mode Social collected precise consumer location data through hundreds of apps and sold it—including sensitive locations like medical facilities—to government contractors without adequate disclosure or consumer consent.,Section 5 Only,Privacy; Surveillance,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Consumer Notification; Data Deletion; Recordkeeping; Order Administration,"{""Section 5 Only"": 19}"
05.24_betterhelp,C-4796,"BetterHelp, Inc.",2024-05-15,2024,Biden,Privacy / Deceptive Privacy Practices; Health Data,both,Unfairness – Unreasonable Privacy Practices; Unfairness – Failure to Obtain Affirmative Express Consent; Failure to Disclose – Disclosure of Health Information for Advertising and Third Parties' Own Uses; Failure to Disclose – Use of Health Information for Advertising; Privacy Misrepresentation – Disclosure of Health Information for Advertising and Third Parties' Own Uses; Privacy Misrepresentation – Use of Health Information for Advertising; Privacy Misrepresentation – Disclosure of Health Information; Privacy Misrepresentation – HIPAA Certification,Section 5 of the Federal Trade Commission Act,"Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya",https://www.ftc.gov/legal-library/browse/cases-proceedings/2023169-betterhelp-inc-matter,"05.24, BetterHelp.json",18,74,20.0,"BetterHelp secretly shared consumers' sensitive mental health information with Facebook, Snapchat, and other advertising platforms for targeted advertising despite repeatedly promising strict privacy.",Health Breach Notification,Privacy,Healthcare; Technology,Prohibition; Consumer Notification; Data Deletion; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""Health Breach Notification"": 18}"
05.24_blackbaud,C-4804,"Blackbaud, Inc.",2024-05-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices; Health Data,both,Unfair Information Security Practices; Unfair Data Retention Practices; Unfair Inaccurate Breach Notification; Deceptive Security Statements; Deceptive Initial Breach Notification,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45","Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya; Melissa Holyoak; Andrew Ferguson",https://www.ftc.gov/legal-library/browse/cases-proceedings/2023181-blackbaud-inc,"05.24, Blackbaud.json",13,48,20.0,"Blackbaud's deficient security practices allowed a cyberattacker to remain undetected for months and exfiltrate millions of consumers' personal data, which the company then misrepresented in its breach notification.",Section 5 Only,Data Security,Technology,Prohibition; Data Deletion; Recordkeeping; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Order Administration,"{""Section 5 Only"": 13}"
05.24_cerebral_and_kyle_robertson,24-cv-21376-JLK,"Cerebral, Inc.",2024-05-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices; Health Data,both,"Deceptive Privacy Practices (Cerebral & Robertson); Deceptive Data Security Practices (Cerebral & Robertson); Unfair Privacy and Data Security Practices (Cerebral & Robertson); Deceptive Cancellation Practices (Cerebral & Robertson); Unfair and Deceptive Marketing and Consumer Review Practices (Robertson & Martelli); Violations of the Opioid Addiction Recovery Fraud Prevention Act (Cerebral, Robertson & Martelli); Violations of ROSCA (Cerebral & Robertson); Unfair and Deceptive Practices — Zealthy & Bruno Health (Robertson, Echeverry, Zealthy & Bruno Health); Violations of ROSCA — Zealthy & Bruno Health (Robertson, Echeverry, Zealthy & Bruno Health)","Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 5(m)(1)(A) of the FTC Act, 15 U.S.C. § 45(m)(1)(A); Section 13(b) of the FTC Act, 15 U.S.C. § 53(b); Section 8023 of the Opioid Addiction Recovery Fraud Prevention Act of 2018, 15 U.S.C. § 45d; Section 5 of the Restore Online Shoppers' Confidence Act (ROSCA), 15 U.S.C. § 8404",,https://www.ftc.gov/legal-library/browse/cases-proceedings/222-3067-cerebral-inc-kyle-robertson-us-v,"05.24, Cerebral and Kyle Robertson.json",23,74,20.0,"Cerebral secretly shared millions of patients' sensitive mental health and personal data with over twenty advertising platforms while falsely promising confidential, secure care and making it difficult to cancel subscriptions.",Health Breach Notification,Privacy; Data Security; Deceptive Design / Dark Patterns,Healthcare; Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Consumer Notification; Data Deletion; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""Health Breach Notification"": 23}"
05.24_inmarket_media,C-4803,"InMarket Media, LLC",2024-05-15,2024,Biden,Health Data; Location / Geolocation Data,deceptive,Unfair Collection and Use of Consumer Location Data (Own Apps); Unfair Collection and Use of Consumer Location Data from Third-Party Apps; Unfair Retention of Consumer Location Data; Deceptive Failure to Disclose InMarket's Use of Consumer Location Data,Federal Trade Commission Act,"Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya; Melissa Holyoak; Andrew Ferguson",https://www.ftc.gov/legal-library/browse/cases-proceedings/2023088-inmarket-media-llc,"05.24, InMarket Media.json",18,62,20.0,"InMarket Media misled consumers about location data use in its apps and SDK, collecting precise location data for advertising profiling while telling consumers it was only for app functionality.",Section 5 Only,Privacy; Surveillance,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Consumer Notification; Data Deletion; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 18}"
06.24_monument,1:24-cv-01034,"Monument, Inc.",2024-06-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices; Health Data,both,Unfair Privacy Practices; Unfair Disclosure of Consumers' Health Information Without Affirmative Express Consent; Privacy Misrepresentation – Disclosures of Health Information to Third Parties; Misrepresentation – Compliance with HIPAA; Deceptive Privacy Claim – OARFPA Violation,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a), and Section 8023 of the Opioid Addiction Recovery Fraud Prevention Act of 2018 (OARFPA), 15 U.S.C. § 45d",,https://www.ftc.gov/legal-library/browse/cases-proceedings/2323043-monument-inc-us-v,"06.24, Monument.json",17,58,20.0,Monument falsely claimed its alcohol addiction treatment platform was HIPAA compliant and 100% confidential while sharing users' sensitive health data with advertisers.,Health Breach Notification,Privacy,Healthcare,Prohibition; Data Deletion; Consumer Notification; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""Health Breach Notification"": 17}"
08.24_verkada,3:24-cv-06153,Verkada Inc.,2024-08-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices; Health Data,both,Unfair Information Security Practices (Business Customers); Unfair Information Security Practices (Consumers); Information Security Misrepresentations; Information Security Misrepresentations — Command Platform; HIPAA Misrepresentations; Privacy Shield Compliance Misrepresentations; False Claim of Impartial Ratings and Reviews; Deceptive Failure to Disclose Material Connections; Failure to Honor Opt-Out Requests (CAN-SPAM); Failure to Provide Notice of Opt-Out (CAN-SPAM); Failure to Provide Valid Physical Postal Address (CAN-SPAM),"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a), and Section 7(a) of the Controlling the Assault of Non-Solicited Pornography and Marketing Act of 2003 (CAN-SPAM Act), 15 U.S.C. § 7706(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/2123068-verkada-inc-us-v,"08.24, Verkada.json",14,53,20.0,"Verkada made false security claims for its building surveillance cameras, failed to implement basic security practices, and violated CAN-SPAM requirements in its marketing emails.",CAN-SPAM,Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""CAN-SPAM"": 14}"
09.24_1health.iovitagene,C-4798,1Health.io Inc.,2024-09-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices,deceptive,Security Misrepresentation – Exceeding Industry Standards; Security Misrepresentation – Storing DNA Results without Identifying Information; Privacy Misrepresentation – Data Deletion; Privacy Misrepresentation – Saliva Sample Destruction; Unfair Retroactive Privacy Policy Changes – Third-Party Sharing of Sensitive Data,Federal Trade Commission Act,"Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya",https://www.ftc.gov/legal-library/browse/cases-proceedings/1923170-1healthiovitagene-matter,"09.24, 1Health.ioVitagene.json",16,61,20.0,"Vitagene falsely claimed industry-leading security for DNA health data while publicly exposing the genetic and health records of over 2,600 consumers through unsecured cloud storage.",Health Breach Notification,Privacy; Data Security,Healthcare; Technology,Prohibition; Data Deletion; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""Health Breach Notification"": 16}"
10.24_marriott_international_and_starwood_hotels_resorts_worldwide,C-4807,"Marriott International, Inc.",2024-10-15,2024,Biden,Data Security; Privacy / Deceptive Privacy Practices,unfair,Deceptive Security Statements; Unfair Information Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya; Melissa Holyoak; Andrew Ferguson",https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3022-marriott-international-inc-starwood-hotels-resorts-worldwide-llc-matter,"10.24, Marriott International and Starwood Hotels & Resorts Worldwide.json",13,62,20.0,Marriott and Starwood Hotels suffered three major data breaches affecting hundreds of millions of consumers due to persistently inadequate security practices.,Section 5 Only,Data Security,Retail,Prohibition; Comprehensive Security Program; Third-Party Assessment; Compliance Monitoring; Consumer Redress; Data Deletion; Order Administration; Recordkeeping,"{""Section 5 Only"": 13}"
12.24_gravy_analytics,C-4810,"Gravy Analytics, Inc.",2024-12-15,2024,Biden,Health Data; Location / Geolocation Data,deceptive,Unfair Sale of Sensitive Location Data; Unfair Collection and Use of Consumer Location Data Without Consent Verification; Unfair Sale of Sensitive Inferences Derived from Consumers' Location Data,Section 5(a) of the Federal Trade Commission Act,"Lina M. Khan, Chair; Rebecca Kelly Slaughter; Alvaro M. Bedoya; Melissa Holyoak; Andrew Ferguson",https://www.ftc.gov/legal-library/browse/cases-proceedings/212-3035-gravy-analytics-inc-matter,"12.24, Gravy Analytics.json",19,66,20.0,Gravy Analytics collected and sold precise mobile location data revealing consumers' sensitive characteristics — including health decisions and religious practices — without verifying user consent.,Section 5 Only,Privacy; Surveillance,Technology,Prohibition; Comprehensive Security Program; Compliance Monitoring; Consumer Notification; Data Deletion; Recordkeeping; Order Administration,"{""Section 5 Only"": 19}"
12.24_vivint_smart_home,2:21-cv-00267-TS,"Vivint Smart Home, Inc.",2024-12-15,2024,Biden,Fair Credit Reporting (FCRA),deceptive,No Established Identity Theft Prevention Program; Obtaining Credit Reports Without a Permissible Purpose; Unfair Sale of False Debt to Debt Buyers or Collectors,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b); Section 16(a) of the Federal Trade Commission Act, 15 U.S.C. § 56(a); Section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/192-3060-vivint-smart-home-inc,"12.24, Vivint Smart Home.json",17,59,20.0,"Vivint's sales force fraudulently pulled third parties' credit reports without consent to qualify unqualified customers for financing, then passed those innocent parties' information to debt collectors.",FCRA,Financial Practices,Technology,Prohibition; Other; Compliance Monitoring; Third-Party Assessment; Monetary Penalty; Consumer Redress; Order Administration; Recordkeeping,"{""FCRA"": 17}"
01.25_cognosphere,2:25-cv-447,"COGNOSPHERE, LLC",2025-01-15,2025,Biden,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,both,COPPA Rule Violations – Failure to Provide Notice and Obtain Parental Consent; Misrepresentations of Loot Box Odds; Misrepresentations of Cost of Loot Box Prizes; Unfair Selling and Offering a Multi-Tier Virtual Currency System to Children and Teenagers; Unfair Promotion and Sale of Loot Boxes to Children and Teenagers,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998 (COPPA), 15 U.S.C. §§ 6502(c), 6505(d); and the Children's Online Privacy Protection Rule (COPPA Rule), 16 C.F.R. pt. 312",,https://www.ftc.gov/legal-library/browse/cases-proceedings/222-3152-cognosphere-llc-us-v,"01.25, Cognosphere.json",13,48,,"HoYoverse collected children's personal data without parental consent and misled players about their true odds of winning loot box prizes, obscuring the actual cost of rare items.",COPPA,Privacy; Deceptive Design / Dark Patterns,Technology,Prohibition; Data Deletion; Monetary Penalty; Consumer Redress; Order Administration; Compliance Monitoring; Recordkeeping,"{""COPPA"": 13}"
